Z1 Z2 type_final
0.2571 0 GAV
0.0483 0 NA
0 0 NA
0.0968 0 NA
0.0317 0 C2r1
0 0 NA
0 0 NA
0.0824 0.0031 NA
0.0293 0.024 NA
0 0 NA
0 0 NA
0.0211 0.0095 NA
1 0 PO
0.0937 0 NA
0.5142 0.0102 G1
0 0 NA
0.0446 0.0175 NA
0 0 NA
0 0 NA
0.1594 0 NA
0 0 NA
0.0301 0.0079 NA
0.0963 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2213 0 NA
0.1775 0 NA
0.0974 0.0134 NA
0.1222 2e-04 NA
0.107 0 NA
0.0666 0 NA
0 0 NA
0.0262 0 NA
0.5005 0.0216 G1
0.4773 0 G1
0 0 NA
0.4302 0.0543 HS
0.0106 0.0124 NA
0 0 NA
0.0999 0 NA
0.0062 0.0069 NA
0 0 NA
0 0 NA
0.1545 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.3894 0.0036 G2
0.0114 0 NA
0 0 NA
0.5829 0 G1
0.1113 0 NA
0.114 6e-04 NA
0 0 NA
0 0 NA
0.0158 0 NA
0.0024 9e-04 NA
0.1248 0 NA
0.078 0 NA
0.5219 0.2575 FS
0.0962 0 NA
0.0111 0.0317 NA
0.6204 0.157 FS
0 0 NA
0.3906 0 G1
0.0648 0 NA
0 0 C2r1
0 0 NA
0.0721 0 C1r1
0.029 0 NA
0 0 NA
0 0 NA
0.1098 0 C3
0.084 0 NA
0.0651 0.0036 NA
0.466 0 AV
0.0521 0 NA
0.0263 0 NA
0 0 NA
0.6974 0.1089 FS
0.048 0 NA
0 0 NA
0 0 NA
0 0.0272 NA
0.0533 0 NA
0 0.0222 NA
0.5995 0 AV
0.0818 0 NA
0 0 C3
0 0 NA
0 0 NA
0.0895 0 C2r1
0 0 NA
0.0072 0.0104 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0277 0 NA
0.0524 0 NA
0 0 NA
0 0 NA
0.0896 0 NA
0.0591 0 NA
0.2277 0 C0.5
0.1631 0 NA
0.0268 0.0117 NA
0.0576 0 NA
0 0 NA
0 0.0022 NA
0.9801 0.0199 PO
1 0 PO
0 0 NA
0 0 NA
0 0 NA
0.9815 0.0185 PO
0.1573 0 NA
0.093 0 NA
0.0757 0 NA
0.0154 0.0039 NA
0 0 NA
0 0 NA
0.2326 0 AV2
0.0336 0 NA
0 0 NA
0 0 NA
0 0 C3
0.2192 0 NA
0 0 NA
0 0 NA
0.043 0 NA
0 0 NA
0.0338 0 C2r1
0 0 NA
0 0 NA
0.1028 0 NA
0.0825 0 NA
0 0 NA
0.0995 0 NA
0.299 0.009 NA
0.0555 0 NA
0.0363 0 NA
1 0 PO
1 0 PO
0 0 NA
0 0 NA
0 0 NA
0.5357 0 HS
0.1153 0 C0.5
0.0279 0.0352 NA
0.0117 0 NA
0 0 NA
0.2175 0.0126 AV2
0.1208 0 NA
0.4429 0.0296 AV
0.4527 0.012 AV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5073 0.1912 FS
0 0 NA
0.077 0 NA
0.0596 0 NA
0 0 NA
0.0417 0 NA
0 0 NA
0.1062 0 NA
0 0 NA
0.1037 0 NA
0.0199 0 NA
0 0 NA
0 0 NA
0.0744 0 NA
0 0 NA
0.1856 0.0091 NA
0 0.0163 NA
0.1156 0 NA
0.0968 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0855 0 NA
0.0275 0 NA
0.0588 0 NA
0 0 NA
0.0205 0.0052 NA
0 0 NA
0.5843 0 NA
0 0 NA
0.2923 0.0234 AV2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0029 NA
0.5975 0.2067 FS
0 0 NA
0 0 NA
0.0403 0.0067 NA
0 0 NA
0 0 NA
0.0518 0 NA
0.0077 6e-04 NA
0.1044 0 NA
0.0468 0 NA
0 0 NA
1 0 PO
0.128 0 NA
0.0593 0.031 GAV
0 0 NA
0 0 NA
0.0681 0 NA
0 0 C4
0.4656 0 G1
0 0 NA
0.0459 0 NA
0 0 NA
0.1355 0 NA
0.0499 0 NA
0.0344 0.0092 NA
0 0 NA
0 0 NA
0.1503 0 C1r1
0.064 0 C2r1
0 0 NA
0.0895 0 NA
0 0.0186 NA
0.0245 0.0064 NA
0 0 C1r1
0 0 NA
0 0 NA
0.1366 0 NA
0.1319 0 NA
0 0 NA
0 0 NA
0.0604 0 NA
0 0 NA
0 0.0317 NA
0 0 NA
0.1097 0 NA
0.0257 0 NA
0 0 NA
0 0 NA
0.2723 0 AV2
0.0755 0 NA
0 0 NA
0.2301 0.0165 GAV
0 0 NA
0.0648 0 NA
0.0618 0 NA
0 0 NA
0 0 NA
0.1295 0 NA
0 0 NA
0.2205 0 NA
0 0 NA
0 0 NA
0.2223 0 C1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0941 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0754 0 NA
0.0395 0 NA
0.0092 0.014 NA
0.0369 0 NA
0 0 NA
0.0173 0 NA
0 0 NA
0.0665 0 NA
0.0084 0.0087 NA
0 0 NA
0.1276 0 NA
0.1036 0 NA
0.0771 0.0115 NA
0.0665 0 NA
0.0469 0 NA
0 0 NA
0.0553 0 NA
0.9889 0.0111 PO
0.0617 0 NA
0 0 NA
0 0 NA
0.3332 0.0119 AV2
0 0 NA
0 0 NA
0.0255 0.0164 NA
0.0391 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.9701 0.0299 PO
0.0062 0 NA
0.0254 0.0025 NA
0.4307 0.017 G1
0.0552 4e-04 NA
0.4773 0 AV
0 0 NA
0 0 NA
0 0 NA
0.1485 0 NA
0.0202 0.02 NA
0.0049 0.0042 NA
0.0019 0.0265 NA
0 0 NA
0.4392 0 HS
0.0743 0 NA
0 0 NA
0.9742 0.0258 PO
0.046 0 NA
0.0164 0 NA
0.0142 0.006 NA
0 0 NA
0 0 NA
0.0576 0 NA
0.0265 0 NA
0.14 0 C2
0.1048 0 NA
0.1037 0 C2
0 0 NA
1 0 PO
0.3544 0 G2
0.538 0 NA
0.1307 0 NA
0.115 0 NA
0 0 NA
0.2575 0 C1
0 0 NA
0.0405 0 NA
0.0152 0 NA
0 0 NA
0.0429 0 NA
0 0 NA
1 0 PO
0.3468 0 AV2
0.1969 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1204 0 NA
0 0 NA
0.989 0.011 PO
0.9965 0.0035 PO
0 0 NA
0 0 NA
0.0682 0 NA
0.1163 0 NA
0.014 0 NA
0.1373 0 NA
0.0663 0 NA
0 0 C2
0 0 NA
0 0 NA
0.191 0 NA
0.1177 0 NA
0.0488 0 NA
0.0465 0 NA
0.0112 0 NA
0.1291 0 NA
0 0 NA
0.024 0 NA
0 0 NA
0 0 NA
0.0042 0.0029 NA
0 0 NA
0.0465 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1264 0 NA
0.0577 0 NA
0.0489 0 NA
0.0453 0 NA
0.2225 0.0181 NA
0.0188 0 NA
0.0551 0 NA
0.074 0 NA
0.3955 0 HS
0.0742 0 C2
0.1133 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1153 0 NA
0.0511 0 NA
0.0478 0.009 NA
0.5958 0.1587 FS
0.2935 0 AV2
0.2006 0 C1r1
0.0979 0 NA
0.0361 0 NA
0 0 NA
0.0192 0.0048 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2483 0 C0.5
0.0103 0 NA
0 0 NA
0 0 NA
0.0438 0 NA
0 0 NA
0.0388 0.0121 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
1 0 PO
0 0 NA
0 0 NA
0.1177 0 NA
0.9608 0.0392 PO
0 0 NA
0.031 0 NA
0.0098 0.0082 NA
0 0 NA
0 0 NA
0.0881 0 NA
0.082 0 NA
0.0421 0 C2r1
0 0 NA
0 0 NA
0.0551 0.0341 NA
0.0862 0 NA
0.0283 0.0073 NA
0.0292 0 NA
0.5812 0 G1
0.1053 0 NA
0 0 C3
0 0 NA
0.2153 0 NA
0.1725 0 NA
0 0 NA
0 0 NA
0.0115 0.0066 NA
0 0 NA
1 0 PO
1 0 PO
0.0572 0 NA
0.0354 0 NA
0.0222 0 NA
0.0363 0 NA
0.0137 0 NA
0.1106 0 NA
0.0939 0 NA
0.0639 0 NA
0.1778 0 C1r1
0.0972 0 NA
0.0584 0 NA
0 0 NA
0.2025 0 NA
0.0204 0.0033 NA
0 0 C4
0 0 NA
1 0 PO
0.112 0 NA
0.0745 0 NA
0.0158 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0728 0 NA
0.3323 0 G3
0.0763 0 NA
0.5567 0.0409 AV
0.1949 0 NA
0.1278 0 NA
0 0 NA
0 0 NA
0.0394 0 NA
0 0 NA
0 0 NA
0.0746 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.9873 0.0127 PO
1 0 PO
0.5216 0 AV
0.0884 0 NA
0.0099 0.0051 NA
0.1679 0 NA
0.1099 0 NA
0.2967 0.0569 AV2
0.0051 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.9687 0.0313 PO
0 0 NA
0.1191 0 NA
0.069 0.0126 C2
0.0925 0 NA
0.0631 0 NA
0 0 NA
0.4329 0.0707 G1
0.0378 0 NA
0 0 NA
0 0 NA
0.3324 0.1715 G1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2045 0 NA
0.0446 0.0167 NA
0.103 0 NA
0.0221 0 NA
0 0 NA
0.0614 0 NA
0.0907 0.0208 C4
0 0 NA
0.0457 0 NA
0.0642 0 NA
0.0483 0 NA
0.3338 0 G2
0.0407 0 NA
0 0 NA
0.3637 0 G2
0.089 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1304 0 C2r1
0.0956 0 NA
0 0 NA
0.4275 0 AV
0.4945 0.056 HS
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0515 0 NA
0 0 NA
0 0 NA
0.0662 0 NA
0.0489 0 NA
0.0701 0 NA
0.0525 0 NA
0.4537 0.0235 AV
0.0085 0.0035 NA
0 0 NA
0.4669 0 GAV
0.062 0 NA
0.5319 0.0149 G1
0.4996 0 G1
0.0403 0 NA
0 0 NA
0.0195 0.0068 NA
0.116 0 NA
0.0505 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1255 0 NA
0.1016 0 NA
0.4579 0.1796 FS
0.1152 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5438 0.0219 NA
0.056 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0214 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2067 0 GAV
0 0 NA
0.2112 0 NA
0.1173 0.0178 NA
1 0 PO
0.0824 0 NA
0.0322 0.0015 C3
0 0.0168 NA
1 0 PO
0.027 0 NA
0.0116 0.0055 NA
0 0 NA
0 0 NA
0 0 NA
0.1025 0 NA
0 0 NA
0 0 NA
0.281 0 GAV
0.2075 0 NA
0.0187 0 NA
0.007 0.0025 NA
0.0337 0 NA
0 0 NA
0.0684 0 NA
0.08 0 NA
0 0 NA
0.5232 0.0043 HS
0 0 NA
0.0955 0 NA
0.0696 0 NA
1 0 PO
0.0545 0 NA
0.0539 0 NA
0.0946 0 NA
0 0 NA
0.0877 0 NA
0.0824 0 NA
0.0405 0 NA
0.0048 0 NA
0 0.0258 NA
0 0 NA
0 0 NA
0 0 NA
0.0521 0.002 C1r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5083 0 AV
0.0207 0.0094 NA
0 0 NA
0.1112 0 NA
0.0482 0 NA
0 0 NA
0 0 NA
0.032 0 NA
0 0 NA
0.0924 0 C0.5
0 0 NA
0.0489 0 NA
0 0 NA
0.1418 0 NA
0 0 NA
0 0 NA
0.0716 0 NA
0.0288 6e-04 NA
0.1012 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0769 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5739 0 G1
0.5051 0.0145 G1
0.0643 0 NA
0 0 NA
0.1399 0 NA
0.0416 0 NA
0.063 0 NA
0.0121 0.0022 NA
0.4675 0.3486 FS
0 0 NA
0.2174 0 NA
0.2958 0.0104 AV2
0.1069 0 NA
0 0 NA
0.0899 0.0026 NA
0.0215 0 NA
0 0 NA
0.9408 0.0592 PO
0 0 NA
0.0502 0 NA
0 0 NA
0.3448 0 AV2
0.2151 0 C1r1
0.0792 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.3195 0.0143 G2
0.2644 0 G2
0.1251 0 NA
0.0966 0 NA
0.0111 0 NA
0 0 NA
0 0 NA
0.0586 0 NA
0.0268 0.0077 NA
0.6006 0 AV
0.2316 0 C1r1
1 0 PO
0.0115 0.0092 NA
0 0 NA
0.0481 0.0144 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0554 0 NA
0.5636 0.0142 G1
0.0356 0 NA
0.2836 0 AV2
8e-04 9e-04 NA
0.1208 0 G2
0 0 NA
0 0 NA
0.2525 0 NA
0 0 NA
0.0892 0 NA
0.0109 0 NA
0 0 NA
0.2427 0 G2
0 0 NA
0.2848 8e-04 GAV
0.1283 0 NA
0.0627 0 NA
0 0 NA
0.0373 0 NA
0 0 NA
0.0744 0 NA
0.5387 0 AV
0.021 0 NA
0.1139 0 NA
0.0119 0.0239 NA
0.0198 0 C2r1
0 0 NA
0 0 NA
0.0588 0 NA
0 0 NA
0.46 0 AV
0.2772 0 AV2
0.0963 0 NA
0.0657 0 NA
0 0 NA
0.1589 0 NA
0.1059 0 NA
0.0813 0 NA
0.3174 0 GAV
0.1012 0 NA
0 0 NA
0 0 NA
0.4737 0.1507 FS
0.115 0 NA
0.1139 0 NA
0 0 NA
0.0906 0 NA
0.0475 5e-04 NA
0.0222 0.0055 NA
0.2658 0 AV2
0.5238 0 AV
0.4497 0.0197 AV
0.3007 0.0058 GAV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0272 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1177 0 NA
0.0338 0 NA
0.0925 0 NA
0 0.019 NA
0 0 NA
0.0812 0 NA
0.0419 0.0087 NA
0.0359 0 NA
0.2038 0 NA
0 0 NA
0 0 NA
0.0241 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0142 NA
0 0 NA
0.2989 0 G2
0.0352 0 NA
0.1184 0 NA
0.0935 0 NA
0.0476 0 NA
0.0323 0 NA
0.1257 0 NA
0.0482 0 NA
0 0 NA
0.075 0 NA
1 0 PO
0 0 NA
0 0 NA
0.1095 0 NA
0.5251 0 AV
0 0 NA
0.0927 0 NA
0.0503 0 NA
0.0322 0 NA
0 0 C3
0.1312 0 NA
0.08 0 NA
0.0633 0 NA
0.0289 0.014 NA
0.013 0.0105 NA
0 0 NA
0.0367 0 NA
0.0136 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1262 0 NA
0 0 NA
0.6458 0 G1
0 0 NA
0 0 NA
0 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5662 0 G1
0.3346 0.0169 G1
0 0 NA
0.0556 0 NA
0 0 NA
0 0 NA
0.0417 0.0047 NA
0.0367 0 NA
0.0064 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0306 0.0036 NA
0 0 NA
0.2065 0 NA
0.0972 0 NA
0.0598 0 NA
0.0316 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
1 0 PO
0.0645 0 NA
0.0457 0 NA
0.0412 0.0031 NA
0 0 NA
0.0167 0 NA
0.1083 0.0195 NA
0.2012 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1317 0 NA
0 0 NA
0 0 NA
0.3527 0 GAV
0.0733 0 NA
0 0 NA
0.2099 0 NA
0 0 NA
0.0409 0 NA
0 0 NA
0 0 NA
1 0 PO
1 0 PO
0.2831 0.0033 C1
0.0576 0 NA
0.4545 0 AV
0.0196 0.0147 NA
0 0 NA
8e-04 0.0058 NA
0.0454 0 NA
0 0 NA
0 0 NA
0.1846 0 NA
0.1095 0 NA
0 0 NA
0 0 NA
0.5201 0 AV
0 0 NA
0.0778 0.0034 NA
0.087 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1013 0.0371 C0.5
0 0 NA
0 0 NA
0 0 NA
0.1078 0 NA
0.0993 0 NA
0.0179 0 NA
0 0 NA
0.0727 0 C3
0 0 NA
0 0 NA
0.1015 0 C2
0.0539 0 NA
0.0264 0 NA
0.0438 0.0069 NA
0 0 NA
0.0192 0 NA
0 0 NA
0.1599 0 NA
0.0929 0 NA
0.0318 0 NA
0 0 NA
0.0111 0 NA
0 0 NA
0 0 NA
0.4116 0.2381 FS
0 0 NA
0.0546 0.0204 NA
0 0 NA
0 0 NA
0.2156 0 NA
0.0242 0.0035 NA
0.0741 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0505 0 NA
0 0 NA
0.0486 0 NA
0 0 NA
0.197 0.0225 NA
0.087 0 NA
0.0061 0.0052 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5011 0.0028 AV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0511 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1542 0 NA
0.0596 0 NA
0 0 NA
0 0 NA
0.0505 0 NA
0.2577 0.0092 AV2
0.0687 0 NA
0 0 NA
0.3539 0.1391 HS
0 0 NA
0 0 NA
0 0 NA
0.037 0.0176 NA
0.0263 0 NA
0.4222 0.2625 FS
0.031 0 NA
0.0292 0 NA
0 0 NA
0.0629 0 NA
0 0 NA
0.0781 0 NA
0 0 NA
0 0 NA
0 0 NA
1 0 PO
0.0403 0 C2
0 0 NA
0 0 NA
0.506 0.0186 AV
0.156 0 NA
0.0452 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2976 0 NA
0.158 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0235 0 NA
0 0 NA
0 0 NA
0.5558 0.035 HS
0.0664 0 NA
0.012 0.0121 NA
0 0.024 NA
0 0.0053 NA
0.3638 0 C1
0.295 0.0313 C1
0.2899 0 C1
0.2209 0 C1
0 0 NA
0 0 NA
0.1222 0 NA
0 0 NA
0.1728 0 NA
0.1073 0.0156 NA
0 0 NA
0 0 NA
0.0472 0 NA
0 0 NA
0 0.0257 NA
0.033 0.0015 NA
0 0 NA
0 0 NA
0.5677 0 AV
0.4942 0.0097 AV
0.0595 0 NA
0.0555 0 NA
0 0.0232 NA
0 0 NA
0 0 NA
0 0 NA
0.2775 0.0058 GAV
0.0864 0 NA
0 0 NA
0 0 NA
0.3131 0 GAV
0.073 0 NA
0.0641 0 NA
0 0 NA
0 0 NA
0.0581 3e-04 NA
0 0 NA
0 0 NA
0.5643 0 G1
0.5289 0 AV
0.4379 0 G1
0.1796 0 C0.5
0 0.0313 NA
0.0172 0 NA
0 0 NA
0 0 NA
0.0209 0.0041 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1032 0 NA
0.0988 0 NA
0.1453 0 NA
0 0 NA
0 0 C3
0.0519 0 NA
0 0 NA
0 0 NA
0.1621 0 NA
0 0.0185 NA
0 0 NA
0.1019 0 NA
0.063 0 NA
0 0 NA
0.0437 0.0093 NA
0 0.0154 NA
0 0 NA
0 0.0163 NA
0 0 NA
0 0 NA
0.0149 0.0073 NA
0 0 NA
0 0 NA
0.0887 0 NA
0.075 0 NA
0.2003 0.0213 AV2
0.0155 5e-04 NA
0 0 NA
0 0 NA
0.0942 0.0137 C0.5
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0105 0.0158 NA
0.1657 0 NA
0.0676 0 NA
0.0514 0 NA
0 0 NA
0.0692 0 NA
0.0628 0 NA
0 0 NA
0.1695 0.0184 NA
0 0 NA
0 0 NA
0.0492 0 NA
0.6079 0.105 HS
0.06 0 NA
0 0 NA
0.0891 0 NA
0.0348 0 NA
0 0 NA
0.0405 0 NA
0 0 NA
0.53 0 HS
0.0847 0 NA
0.1036 0 NA
0 0 NA
0.5705 0 G1
0.0519 0 NA
0.0714 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1228 0 NA
0.0436 0 NA
0.0477 0 NA
0 0 NA
0.0434 0.0024 NA
0 0 NA
0 0 NA
0 0 NA
0.219 0 NA
0.1459 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5266 0 HS
0.1512 0 NA
0.1025 0 NA
0 0 NA
0 0 NA
0.0467 0 NA
0.0625 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0924 0.0256 NA
0 0 NA
0.1051 0 NA
0 0 NA
0.4098 0.0323 G1
0 0 NA
0.9991 9e-04 PO
0.0914 0 NA
0.1167 0 NA
0.0474 0.0066 NA
1 0 PO
0.0428 0.0271 NA
0 0 NA
0.2207 0 C1
0.0727 0 NA
0.0101 0.0011 NA
0 0 NA
0.3275 0.0086 G2
0.2932 0 G2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0277 0 NA
0 0 NA
0 0 NA
0.2165 0 NA
0 0 NA
0.0633 0 NA
0 0 NA
0.3242 0 AV2
0.0674 0 NA
0 0 NA
0.0219 0.0206 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0882 0 NA
0 0.0147 NA
0 0 NA
0.0607 0 NA
0 0 NA
0.1113 0 NA
0.0394 0 NA
0 0 NA
0.0233 0.0032 NA
0 0 NA
0 0 NA
0 0 NA
0.5918 0 HS
0.1268 0 NA
0.0568 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1148 0 NA
0.0988 0 NA
0.0619 0 NA
0 0 NA
0.0356 0 NA
0 0 NA
0.9984 0.0016 PO
0 0 NA
0.1321 0 NA
0.1061 0 NA
0.0053 0.0185 NA
0 0 NA
0.0354 0 NA
0 0 NA
0.0656 0 NA
0 0 NA
0.0878 0 NA
0.0254 0 NA
0.0785 0 NA
0.1003 0 NA
0 0 NA
0 0 NA
0.445 0 G1
0 0 NA
0.4242 0 AV
0.3516 0 GAV
0 0 NA
0 0 NA
0.0832 0 NA
0 0 NA
0.0658 0 NA
0.2954 0 C1
0.1116 0 NA
0.4707 0 AV
0 0 NA
0 0 NA
0 0 NA
0.0802 0 NA
0 0.0325 NA
0.0367 0 NA
0.0339 0 NA
0.2691 0.0546 GAV
0.226 0 NA
0 0 NA
0 0 NA
0.5965 0 G1
0.4818 0 G1
0.4763 0 G1
0.4752 0 G1
0.1074 0 NA
0 0 NA
0.2192 0 NA
0.0242 0.0035 NA
0 0 NA
0.9787 0.0213 PO
1 0 PO
0.0552 0 NA
0.0575 0 NA
0.0228 0.0072 NA
0 0 NA
0.0911 0 NA
0.0098 0 NA
0 0 NA
0 0.0346 NA
0.0335 0.0285 NA
0 0 NA
0 0 NA
0.3737 0.0331 G1
0 0.0159 NA
0.0277 0.0103 NA
0 0 NA
0 0 NA
0.2068 0 NA
0.5198 0.2333 FS
0.1706 0.0138 C1
0.0957 0 NA
0.0284 0 NA
0 0 NA
0 0 NA
0.0584 0 C1r1
0 0 NA
0.0989 0 NA
0 0 NA
0.0146 0.009 NA
0 0.0348 NA
0 0 NA
0 0 NA
0.0686 0 NA
0 0 NA
0.0752 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0494 0 NA
0.0298 0 NA
0 0 NA
0 0 NA
0 0 NA
0.4877 0.0086 G1
0.0252 0 NA
0 0 NA
1 0 PO
0 0 NA
0.8799 0.1201 PO
0 0 NA
0 0 NA
0 0 NA
0.2395 0 GAV
0 0 NA
0 0 NA
0.1284 0.0018 NA
0 0 NA
0 0 NA
0.0295 0.0124 NA
0 0 NA
0.0772 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2243 0.0106 GAV
0.0715 0 NA
0.2587 0 C1r1
0.1105 0 C4
0.0287 0 NA
0 0 NA
0 0 NA
0.1218 0 NA
0.0826 0 NA
0.5111 0.0737 HS
0.4965 0.0418 AV
0 0 NA
1 0 PO
0 0 NA
0.0552 0 NA
0.0391 0.0123 NA
0 0 NA
0.0336 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2689 0 C1
0 0 NA
0 0 NA
0 0 NA
0.1872 0 NA
0.0852 0.0198 NA
0 0 NA
0.0736 0 NA
0 0 NA
1 0 PO
1 0 PO
0 0 NA
0 0 NA
0 0 NA
0.0851 0 NA
0.0272 0.0211 NA
0.0531 0 NA
0 0 NA
0 0 NA
0.0246 0.0092 NA
0.0183 0 NA
0 0 NA
0.1656 0 NA
0 0 NA
8e-04 0.0086 NA
0 0 NA
0 0 NA
0.0728 0 NA
0.5159 0 AV
0 0 NA
0.1136 0 NA
0.0693 0 NA
0.0646 0 NA
0.0132 0.0165 NA
0 0 NA
0 0 NA
0.2322 0 C0.5
0.011 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
1 0 PO
0 0.0146 NA
0.2356 4e-04 C0.5
0.0516 0 NA
0 0 NA
0.9874 0.0126 PO
0.1065 0 NA
0.0287 0 NA
0 0 NA
0.4957 0 AV
0.1308 0.002 NA
0.0621 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0061 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1524 0 NA
0.0904 0 NA
0 0 NA
0 0 NA
0.1803 0.0233 NA
0.5484 0 AV
0.3415 0 C1
0.9988 0.0012 PO
0 0 NA
0.0805 0.0213 NA
0.031 0 NA
0 0.0139 NA
0 0 NA
0.1144 0 NA
0 0 NA
0 0 NA
0.1756 0 C2
0.0733 0 NA
0 0.0358 NA
0.068 0 NA
0 0 NA
0.5689 0 HS
0.0511 0 NA
0 0.0302 NA
0 0 NA
0.0828 0 NA
0.0607 0 NA
0.0415 0 NA
0.1211 0 C2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0536 0.032 C0.5
0.0942 0 NA
0.0702 0 NA
0.3376 0 AV2
0 0 NA
0 0 NA
0.1395 0 NA
0.015 7e-04 NA
0 0 NA
0.1106 0 NA
0.0871 0 NA
0.0302 0 NA
0 0 NA
8e-04 0.0067 NA
0.0256 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0947 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2328 0 AV2
0 0.0215 NA
0.0628 0 NA
0 0 NA
0.001 0.0373 NA
0.081 0 NA
0 0 NA
0.0755 0 NA
0 0.0186 NA
0.1184 0 NA
0 0 NA
0.0403 0 NA
0 0 NA
0.0784 0 NA
0 0 NA
0.0037 2e-04 NA
0.0274 0 NA
0 0 NA
0 0.0349 NA
0 0 NA
0 0.0049 NA
0.3261 0 GAV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0559 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0892 0 NA
0.0186 0.0049 NA
0 0 NA
0 0 NA
0.1923 0 G3
0.0609 0 NA
0 0 NA
0.0676 0 NA
0.342 0.0115 G1
0.0593 0 NA
0 0 NA
0 0 NA
0.0463 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5822 0.0244 HS
0.1053 0 NA
0 0 NA
0 0 NA
0.1706 0 G2
